OBJECTID,votdst,NAME,SUM_VOTERS,Shape_Length,Shape_Area
1857,1583,SEA 37-1583,841,5476.9968745606,1765316.21344595
1858,1584,SEA 37-1584,368,6105.22596856532,2130370.83263707
1859,1585,SEA 37-1585,386,6793.45251942116,1818188.70640857
1860,1586,SEA 37-1586,384,8534.82299700656,3569473.2900355
1861,1587,SEA 37-1587,330,11116.708980251,5415300.85703846
1862,1588,SEA 37-1588,258,7785.18187126233,2365951.70679857
1863,1589,SEA 37-1589,316,9189.78090647134,2526352.92454661
1864,1590,SEA 37-1590,295,7363.16028134641,1930588.55490653
1865,1591,SEA 37-1591,368,6070.94200511185,1868310.16504031
1866,1592,SEA 37-1592,768,6085.35664558372,2095892.00297885
1867,1593,SEA 37-1593,493,7530.36441957734,3256509.57631988
1868,1594,SEA 37-1594,492,5787.27608383042,1484366.25776273
1869,1596,SEA 37-1596,557,8828.31315313526,3473601.75573686
1870,1607,SEA 37-1607,578,8821.94028684404,3868267.37182761
1871,1608,SEA 37-1608,707,6555.49447162952,2293231.64846601
1872,1609,SEA 37-1609,486,5312.72265058876,1374163.63937659
1873,1610,SEA 37-1610,314,5117.72544528565,1284140.09920841
1874,1611,SEA 37-1611,323,6773.74488007942,1749620.16816066
1875,1612,SEA 37-1612,278,8813.38020612383,1934693.77373114
1876,1613,SEA 37-1613,320,10558.1271822801,2940441.71999807
1877,1614,SEA 37-1614,282,6643.67994533442,1572570.47488937
1878,1615,SEA 37-1615,347,5599.68009287307,1270187.65292272
1879,1616,SEA 37-1616,381,5645.95313712343,1539266.96993017
1880,1617,SEA 37-1617,325,5062.90916254301,1598418.4262937
1881,1618,SEA 37-1618,436,6743.983213179,1804211.2595192
1882,1619,SEA 37-1619,517,6824.8062309132,2162062.34539215
1883,1620,SEA 37-1620,476,7593.04925155129,2789719.42332072
1884,1621,SEA 37-1621,379,7970.86258260594,2979308.19014216
1885,1622,SEA 37-1622,618,11240.765214473,4462070.96792102
1886,1628,SEA 37-1628,557,10767.2235383169,3276989.78900823
1887,1629,SEA 37-1629,608,7245.41349303966,2299783.54944436
1888,1630,SEA 37-1630,335,6590.47862651409,2410305.23890765
1889,1631,SEA 37-1631,316,26885.7946114419,22288109.0220246
1890,1632,SEA 37-1632,305,8513.73199609347,3447352.7358555
1891,1633,SEA 37-1633,351,6547.99081969022,1680882.35576639
1892,1634,SEA 37-1634,600,7799.96515291774,2338059.15164377
1893,1635,SEA 37-1635,707,8165.93672956713,2916288.5590777
1894,1636,SEA 37-1636,438,5916.03939012623,2101600.23429511
1895,1637,SEA 37-1637,873,8307.37204599989,3761262.52087295
1896,1638,SEA 37-1638,596,6270.12912700044,2463008.89507695
1897,1640,SEA 37-1640,887,13057.5689331902,4960064.76662082
1898,1643,SEA 37-1643,592,8118.88280427269,3233292.33026438
1899,1646,SEA 37-1646,668,6950.6396464227,2419839.3285191
1900,1647,SEA 37-1647,876,10590.3926607174,4736853.95525941
1901,1648,SEA 37-1648,786,8977.85187667311,3239785.74384751
1902,1650,SEA 37-1650,266,6752.02403707632,2350256.1499783
1903,1651,SEA 37-1651,836,9080.46795031658,4973650.21058974
1904,1652,SEA 37-1652,301,8254.09346249878,1827557.63433708
1905,1823,SEA 37-1823,195,3743.04157987598,579367.174503629
1906,1824,SEA 37-1824,397,6352.63010759165,1622821.58156154
1907,1825,SEA 37-1825,716,5295.17828991462,1607170.75306388
1908,1827,SEA 37-1827,629,7055.50865563832,2369513.07592186
1909,1831,SEA 37-1831,403,7293.36034084755,1412372.76014598
1910,1833,SEA 37-1833,765,7282.86124690053,2433844.2263741
1911,1834,SEA 37-1834,441,9945.29133822735,3231366.69822345
1912,1838,SEA 37-1838,907,7114.07863557692,2761543.00492796
1913,1839,SEA 37-1839,507,11717.4814363656,5048036.37619774
1914,1840,SEA 37-1840,754,7547.14731297023,1860466.25334271
1915,1841,SEA 37-1841,852,8811.21880746895,3201555.59556657
1916,1850,SEA 37-1850,571,6075.79306797062,2179023.50189081
1917,1853,SEA 37-1853,414,7092.29055230177,2487950.78219612
1918,1854,SEA 37-1854,462,9057.14487791247,3684541.00458836
1919,1864,SEA 37-1864,833,6524.11248244211,2400985.27308725
1920,1871,SEA 37-1871,664,8520.30389118504,3261450.75315252
1921,1872,SEA 37-1872,651,9716.26358404061,4800259.87245558
1922,1875,SEA 37-1875,581,4330.71549865661,1072577.91567678
1923,1876,SEA 37-1876,814,5512.8580138754,1451238.13796393
1924,1879,SEA 37-1879,514,6767.95801361706,2068977.50498481
1925,1880,SEA 37-1880,605,6927.00768657131,1815301.0012375
1926,1881,SEA 37-1881,523,5110.55639914366,1057090.57769673
1927,1882,SEA 37-1882,451,4533.63183160414,974152.816797639
1928,1883,SEA 37-1883,433,5429.20717692999,1273882.19557329
1929,1884,SEA 37-1884,713,7613.74644035515,2154399.29874144
1930,1885,SEA 37-1885,629,5590.78316416974,1679691.13720391
1931,1886,SEA 37-1886,721,6029.39995998858,1373045.82077952
1932,1890,SEA 37-1890,589,8306.21288504789,2883180.5542539
1933,1891,SEA 37-1891,323,5555.79560034044,1936665.15506867
1934,1892,SEA 37-1892,754,4967.89269153933,1143713.74960048
1935,1893,SEA 37-1893,496,5790.91866779199,1800907.55530549
1936,1894,SEA 37-1894,495,6990.97813061863,1753399.58887639
1937,1895,SEA 37-1895,665,6430.44317378745,1906446.90044672
1938,1896,SEA 37-1896,496,5230.13006328885,1627497.11222332
1939,1897,SEA 37-1897,767,5173.15849857007,1288010.69502065
1940,1898,SEA 37-1898,304,5336.07555427754,1182956.2978231
1941,1899,SEA 37-1899,356,6411.36564523107,1957218.14287768
1942,1900,SEA 37-1900,375,4688.77491982071,1237841.89916186
1943,1901,SEA 37-1901,268,3975.09781143706,790055.542386168
1944,1902,SEA 37-1902,334,5801.28417750706,1580295.62718438
1945,1903,SEA 37-1903,303,7585.8427263543,1564884.63816393
1946,1906,SEA 37-1906,467,5791.5391370826,1340191.99795247
1947,1907,SEA 37-1907,735,7061.13875236415,2433081.7148427
1948,1910,SEA 37-1910,540,8333.4818361153,2251891.2826076
1949,1911,SEA 37-1911,275,10880.2110607446,3563397.85092006
1950,1913,SEA 37-1913,353,6009.67523964333,1526949.95733666
1951,1914,SEA 37-1914,545,6460.40177983986,1951573.27912647
1952,1915,SEA 37-1915,412,7089.52323946144,2163299.12289887
1953,1916,SEA 37-1916,338,6788.86152023721,2784377.34955822
1954,1917,SEA 37-1917,468,7596.86409983324,2846521.48722587
1955,1918,SEA 37-1918,353,8561.8123936469,3056550.83714157
1956,1919,SEA 37-1919,366,4658.7406317452,715185.723128693
1957,1920,SEA 37-1920,645,9320.06593928226,2589163.99318284
1958,1925,SEA 37-1925,531,7887.77300950011,3614935.72048775
1959,1927,SEA 37-1927,510,5815.44132910647,1677606.15082891
1960,1930,SEA 37-1930,560,6015.33695925281,1878888.89005485
1961,1932,SEA 37-1932,509,8561.94291748664,3613615.22293546
1962,1934,SEA 37-1934,319,5126.97098044048,1401164.53666175
1963,1935,SEA 37-1935,668,8770.61119828299,3636084.71906041
1964,1936,SEA 37-1936,615,16820.7530570047,6652695.9563809
1965,1938,SEA 37-1938,660,6532.27346305424,2364946.08281801
1966,1940,SEA 37-1940,576,6938.42069537143,2240193.59795943
1967,1944,SEA 37-1944,778,10405.4560688318,3666897.92167534
1968,1950,SEA 37-1950,211,7375.74518147664,2319793.64047049
1969,2686,SEA 37-2686,542,4265.16134433342,870409.236431199
1970,2799,SEA 37-2799,497,5343.18805863833,1571121.72053462
1971,2861,SEA 37-2861,401,8558.60229112307,2430412.15705271
1972,3159,SEA 37-3159,632,13334.5923107278,9002337.97493299
1973,3416,SEA 37-3416,452,2787.83261470063,373367.365623441
1974,3567,SEA 37-3567,435,7134.51870161854,2726451.29867698
1975,3573,SEA 37-3573,409,5237.55183089305,1437180.18788257
1976,3617,SEA 37-3617,776,23422.809351141,25299306.3189459
1977,3636,SEA 37-3636,833,6816.10056577853,2706643.41710231
1978,3639,SEA 37-3639,498,15159.980276167,8305856.81250711
1979,3647,SEA 37-3647,471,3767.38306871262,886584.111619085
1980,3666,SEA 37-3666,478,6292.26790313062,2213443.67070224
1981,3672,SEA 37-3672,540,7616.87122488431,2539891.0437346
1982,3673,SEA 37-3673,673,6215.81678519093,1997051.23487918
1983,3693,SEA 37-3693,0,2484.40335873969,294646.839905319
1984,3694,SEA 37-3694,102,2479.68046374823,295672.876192324
1985,3696,SEA 37-3696,192,7693.97604856161,1022854.17622875
1986,3708,SEA 37-3708,693,5275.16651037438,1375905.96392762
1987,3721,SEA 37-3721,438,3862.82243224461,886254.394964131
1988,3729,SEA 37-3729,434,4367.60598791866,810506.809591201
1989,3730,SEA 37-3730,652,4499.32584040272,1121032.57434294
1990,3731,SEA 37-3731,491,6238.59788205776,1844456.69478082
1991,3732,SEA 37-3732,651,10921.8352618577,5524427.92737117
1992,3775,SEA 37-3775,489,5058.17733398733,1053959.70862964
1993,3796,SEA 37-3796,360,5469.58645322242,1300211.77389561
1994,3802,SEA 37-3802,559,6236.91095186546,2157859.20571008
1995,1262,SEA 43-1262,474,5311.67435738053,1672981.63925438
1996,1263,SEA 43-1263,330,4610.82933747215,1146480.69529652
1997,1264,SEA 43-1264,365,3951.92995632314,939622.205808785
1998,1265,SEA 43-1265,270,4478.72853593376,801143.956309323
1999,1266,SEA 43-1266,371,5470.20104966346,1318223.76135742
2000,1267,SEA 43-1267,424,4724.86379369721,1096320.12383712
2001,1268,SEA 43-1268,363,6754.16568653684,1264238.00491965
2002,1269,SEA 43-1269,373,5224.14716657707,1192088.89966953
2003,1271,SEA 43-1271,599,3531.95521818113,589311.374895383
2004,1272,SEA 43-1272,472,7402.40364046182,1588019.61055351
2005,1274,SEA 43-1274,302,5548.75031357651,1091775.92647906
2006,1275,SEA 43-1275,284,4455.04454766352,1015987.47658232
2007,1277,SEA 43-1277,611,5957.20724751462,1167188.67220641
2008,1278,SEA 43-1278,698,5523.56649685877,1540071.65780151
2009,1279,SEA 43-1279,752,8629.50393794433,3846189.39038408
2010,1280,SEA 43-1280,576,24235.6203713543,20466360.4133845
2011,1291,SEA 43-1291,685,6351.07824497409,2028025.61396032
2012,1330,SEA 43-1330,418,5740.0969903911,1294712.62658422
2013,1331,SEA 43-1331,396,5355.04416757916,1395949.9079019
2014,1332,SEA 43-1332,418,4686.98364308244,1161455.40180504
2015,1333,SEA 43-1333,343,4780.07169783196,1415699.63570185
2016,1334,SEA 43-1334,453,7914.97283524617,3204343.33959812
2017,1335,SEA 43-1335,702,7785.21160749858,2539610.60126533
2018,1338,SEA 43-1338,472,5499.90398860881,1602950.8799664
2019,1339,SEA 43-1339,325,5485.2033971045,1162470.32354316
2020,1341,SEA 43-1341,506,6795.05476693819,1835864.17747297
2021,1342,SEA 43-1342,370,5736.23356591897,1022057.63292925
2022,1343,SEA 43-1343,353,4555.99834802753,943087.289477429
2023,1344,SEA 43-1344,453,13088.196694805,6095099.64955409
2024,1345,SEA 43-1345,461,5382.89430393644,986321.596718214
2025,1347,SEA 43-1347,745,5888.4166440081,1807769.67143935
2026,1348,SEA 43-1348,607,4740.48798006912,964778.14705121
2027,1349,SEA 43-1349,370,4254.01952494183,973393.262059333
2028,1350,SEA 43-1350,337,5217.25475604265,1137772.48109026
2029,1351,SEA 43-1351,585,7491.90763960119,1346165.58890857
2030,1352,SEA 43-1352,747,8670.09412868275,2336727.84023657
2031,1353,SEA 43-1353,492,4726.80584496454,925586.562818189
2032,1354,SEA 43-1354,469,3985.0772283844,880644.764858003
2033,1355,SEA 43-1355,439,3971.29562659221,878094.284442877
2034,1357,SEA 43-1357,338,5316.33924067683,1392909.9029087
2035,1358,SEA 43-1358,484,5207.08888854849,1279855.859777
2036,1359,SEA 43-1359,589,4952.09014088892,1087797.46167786
2037,1360,SEA 43-1360,868,5922.78486869796,1507849.4265526
2038,1361,SEA 43-1361,350,4351.91856855452,841279.654101413
2039,1362,SEA 43-1362,752,4323.18338852775,1156103.64816156
2040,1363,SEA 43-1363,401,5168.22897464064,1402721.65814731
2041,1364,SEA 43-1364,580,7367.66234138647,2543480.23240723
2042,1365,SEA 43-1365,590,5307.43892170798,1263162.5500354
2043,1366,SEA 43-1366,394,4555.82831508005,777197.373384482
2044,1367,SEA 43-1367,383,5293.26956591434,1403894.87830133
2045,1368,SEA 43-1368,335,4834.42261392324,1019795.68750105
2046,1369,SEA 43-1369,310,4082.72279816228,956291.736065797
2047,1370,SEA 43-1370,328,5767.47344442945,1543190.69103326
2048,1371,SEA 43-1371,312,5105.41864442964,887968.143548068
2049,1372,SEA 43-1372,353,4286.60772492443,869927.498554996
2050,1373,SEA 43-1373,344,5055.10988460226,1180253.80972642
2051,1374,SEA 43-1374,323,4464.03390751839,917575.617312264
2052,1375,SEA 43-1375,355,4307.47298273189,982343.292531105
2053,1376,SEA 43-1376,762,7837.93645074999,2888901.05272596
2054,1377,SEA 43-1377,357,7006.7401436107,1629548.07890191
2055,1378,SEA 43-1378,319,4410.05109591759,904950.3345591
2056,1379,SEA 43-1379,275,4343.4369525909,951343.049843864
2057,1380,SEA 43-1380,295,4610.1260294635,877765.44671934
2058,1406,SEA 43-1406,431,4135.66461138083,1080134.94021605
2059,1776,SEA 43-1776,568,3441.24457894171,737986.375409796
2060,1779,SEA 43-1779,475,1868.09741682531,197040.79412922
2061,1780,SEA 43-1780,537,4980.68378486536,1003226.91907126
2062,1781,SEA 43-1781,301,4381.0555461885,887349.030981356
2063,1783,SEA 43-1783,414,2348.88151899464,274686.831799032
2064,1784,SEA 43-1784,555,2480.42806906104,295631.845141444
2065,1787,SEA 43-1787,578,4365.36230777739,576348.498188348
2066,1788,SEA 43-1788,743,2262.44531877466,263537.015833726
2067,1817,SEA 43-1817,246,6075.77693975001,1476323.27917934
2068,1818,SEA 43-1818,283,3582.66213878791,500938.149961029
2069,1819,SEA 43-1819,465,9788.83474260222,3701125.14474868
2070,1821,SEA 43-1821,250,9138.15693280411,2035925.14816099
2071,1826,SEA 43-1826,543,5820.43610299211,1717781.21480356
2072,1835,SEA 43-1835,720,4164.99689257209,1079431.81881357
2073,1842,SEA 43-1842,494,2483.1759589432,356871.53803409
2074,1843,SEA 43-1843,571,3800.48532718282,761486.612304649
2075,1845,SEA 43-1845,616,2632.20955976164,387525.61576222
2076,1846,SEA 43-1846,385,3802.9553663896,686293.370967961
2077,1847,SEA 43-1847,644,3056.85964628648,505589.012502758
2078,1849,SEA 43-1849,380,2323.31174558642,270763.090778344
2079,1851,SEA 43-1851,667,4227.74289563933,744553.085028542
2080,1855,SEA 43-1855,622,3228.34642117696,650455.440658162
2081,1856,SEA 43-1856,585,3832.20940255672,434225.790884073
2082,1857,SEA 43-1857,550,3017.91271821955,523844.318989193
2083,1858,SEA 43-1858,368,2769.10289781497,436994.983833861
2084,1859,SEA 43-1859,697,5354.80728081343,1658269.4476903
2085,1860,SEA 43-1860,848,5501.44743433218,1334993.42848349
2086,1861,SEA 43-1861,786,4440.52529330893,740627.385069263
2087,1862,SEA 43-1862,524,9329.1444528196,3363133.56482172
2088,1863,SEA 43-1863,504,5301.64626949901,681933.848894921
2089,1867,SEA 43-1867,652,3845.22540234446,823502.583409087
2090,1868,SEA 43-1868,394,4591.50007082108,710676.052810704
2091,1869,SEA 43-1869,501,4951.90662383563,803197.268949831
2092,1870,SEA 43-1870,518,5804.03907051125,975990.458339718
2093,1874,SEA 43-1874,702,4385.95267538603,824326.366319075
2094,1887,SEA 43-1887,482,3891.34159970326,538298.543730986
2095,1888,SEA 43-1888,695,4365.20108671994,753613.750325156
2096,1889,SEA 43-1889,479,6474.01301913737,1597039.89338123
2097,1975,SEA 43-1975,375,3813.41306444854,773077.313613138
2098,1976,SEA 43-1976,241,14059.6468737102,11156142.8036051
2099,1982,SEA 43-1982,616,6694.02203861191,1926852.55768271
2100,1983,SEA 43-1983,503,8909.34655026033,2669754.9269382
2101,1986,SEA 43-1986,278,7778.95966904563,2392852.99368781
2102,1990,SEA 43-1990,506,6270.39874612807,1299075.09503218
2103,1991,SEA 43-1991,608,9014.28073336725,2963593.24646779
2104,1992,SEA 43-1992,649,21729.6626496437,18442000.8100668
2105,1993,SEA 43-1993,260,4813.92880020907,1045521.94647687
2106,1994,SEA 43-1994,309,5606.78193744507,1368575.15279728
2107,1995,SEA 43-1995,249,4684.68467477618,906987.86974067
2108,1996,SEA 43-1996,315,7165.50715502463,2432151.99824671
2109,1997,SEA 43-1997,296,7475.98328973107,2597618.45818814
2110,1999,SEA 43-1999,445,5888.34502333413,1803960.22878303
2111,2000,SEA 43-2000,634,5826.00570921914,1637090.58475292
2112,2001,SEA 43-2001,634,6196.3270406736,1598763.40111636
2113,2002,SEA 43-2002,732,4777.39558299098,1227584.98489528
2114,2004,SEA 43-2004,392,3589.56484671009,726241.204403994
2115,2006,SEA 43-2006,338,7116.12070619186,1730347.19681637
2116,2007,SEA 43-2007,237,4015.92011937062,815726.435593213
2117,2008,SEA 43-2008,255,5244.83052303348,1301129.84488333
2118,2009,SEA 43-2009,489,10623.6450589193,5278617.08764357
2119,2011,SEA 43-2011,257,8012.28100113092,1975047.39872847
2120,2013,SEA 43-2013,316,8576.07817025857,1420308.02999142
2121,2014,SEA 43-2014,373,7931.04342753313,3078327.97203085
2122,2015,SEA 43-2015,359,6129.71144730421,1885248.49041669
2123,2016,SEA 43-2016,354,4002.85495515115,690411.770050916
2124,2017,SEA 43-2017,446,4418.88118807173,762241.59136588
2125,2018,SEA 43-2018,613,5595.89059025586,1389257.77517835
2126,2020,SEA 43-2020,412,12831.3998076173,4262246.99884744
2127,2021,SEA 43-2021,847,6599.02410712736,1778425.98797669
2128,2023,SEA 43-2023,423,6690.90183849162,1480475.00698774
2129,2024,SEA 43-2024,352,6169.7075912877,1457957.06225124
2130,2025,SEA 43-2025,588,6005.34174611869,1878202.03404677
2131,2026,SEA 43-2026,389,5739.15452429811,1643296.45731381
2132,2027,SEA 43-2027,309,4487.86494149068,1006152.98411416
2133,2028,SEA 43-2028,436,7014.51443202878,1926467.20553484
2134,2029,SEA 43-2029,756,16557.9218255352,4146348.85521113
2135,2033,SEA 43-2033,465,5581.50436811605,1673448.02956743
2136,2034,SEA 43-2034,427,6744.89000130251,1243869.43236416
2137,2035,SEA 43-2035,749,7208.7118360136,2634672.06272096
2138,2037,SEA 43-2037,675,3570.43414056821,796763.988656682
2139,2038,SEA 43-2038,570,6402.89253173483,1431184.95252152
2140,2039,SEA 43-2039,418,4765.294729619,697832.47301612
2141,2040,SEA 43-2040,579,2372.75853853651,318057.88711965
2142,2043,SEA 43-2043,319,4748.48617204012,1023606.99196816
2143,2044,SEA 43-2044,358,5194.64130725962,1072599.94320584
2144,2045,SEA 43-2045,367,4826.1745349102,1077759.34485081
2145,2047,SEA 43-2047,757,6934.9584036602,2541025.36268097
2146,2048,SEA 43-2048,374,4828.92357676178,1469513.05266531
2147,2049,SEA 43-2049,507,5451.53451419044,1855776.83675833
2148,2050,SEA 43-2050,530,4948.10133691166,1510215.33071657
2149,2052,SEA 43-2052,577,6200.3402933253,1858333.84058203
2150,2055,SEA 43-2055,445,7002.88319472356,1267738.97556158
2151,2058,SEA 43-2058,512,6279.2321210433,1636780.27281307
2152,2059,SEA 43-2059,473,2103.30014198315,265329.197693344
2153,2061,SEA 43-2061,519,3827.69401194121,803128.051370979
2154,2064,SEA 43-2064,345,6043.44071510431,1356578.19165536
2155,2065,SEA 43-2065,728,5342.45045777974,1782864.87520472
2156,2068,SEA 43-2068,460,4345.51517728664,1145749.50980548
2157,2069,SEA 43-2069,833,7623.78307015118,3258005.89927445
2158,2071,SEA 43-2071,357,4590.72888444461,1096256.74843042
2159,2074,SEA 43-2074,581,6280.07364653634,2419028.85804919
2160,2075,SEA 43-2075,415,4176.19924435916,1002832.33932337
2161,2076,SEA 43-2076,372,3834.88369107945,779367.844544511
2162,2081,SEA 43-2081,359,3487.168468224,567205.074320021
2163,2083,SEA 43-2083,406,7804.85009371218,2535865.6905643
2164,2084,SEA 43-2084,693,7822.56715970435,2055786.3656204
2165,2088,SEA 43-2088,748,6721.14567006904,1946388.896944
2166,2089,SEA 43-2089,322,4062.03433659449,694909.373223268
2167,2104,SEA 43-2104,384,11040.8049447773,1991249.19721295
2168,2105,SEA 43-2105,717,6533.53758490746,2102431.25580102
2169,2109,SEA 43-2109,578,4922.6189249064,608564.691142778
2170,2110,SEA 43-2110,531,4267.73182056216,1069849.30380433
2171,2113,SEA 43-2113,482,4987.25329970211,1102815.23790281
2172,2115,SEA 43-2115,452,7872.87289364138,3032433.62883081
2173,2237,SEA 43-2237,622,6897.09271474733,1871103.31763041
2174,2238,SEA 43-2238,855,6655.52998975329,2554848.15940724
2175,2239,SEA 43-2239,578,6929.49938717646,2202802.54357331
2176,2541,SEA 43-2541,325,2297.2803113231,252813.500144166
2177,2542,SEA 43-2542,598,3354.33029249902,691391.793492045
2178,2543,SEA 43-2543,403,2313.17483874234,265693.98400365
2179,2544,SEA 43-2544,509,5481.6241160376,1765767.84959646
2180,2545,SEA 43-2545,770,3536.92323937421,642389.110275052
2181,2546,SEA 43-2546,373,2311.84637227471,265163.101642758
2182,2547,SEA 43-2547,430,2386.26773262694,277947.32713673
2183,2549,SEA 43-2549,744,4339.23604602567,784927.048702276
2184,2550,SEA 43-2550,439,2897.41052636094,430403.206936361
2185,2850,SEA 43-2850,398,3770.42255052881,687568.088188854
2186,2852,SEA 43-2852,562,2998.83232967769,442046.24941605
2187,2853,SEA 43-2853,454,2514.51948470546,346431.934209832
2188,2862,SEA 43-2862,601,4595.66550041154,903664.616247146
2189,2928,SEA 43-2928,697,4435.30779488059,581250.786680012
2190,2987,SEA 43-2987,542,3803.35242840253,770191.253999701
2191,3230,SEA 43-3230,743,6663.63533048911,1973224.07588915
2192,3262,SEA 43-3262,306,3969.75156059671,877515.590510532
2193,3320,SEA 43-3320,489,4151.88644055644,673380.616904413
2194,3424,SEA 43-3424,447,6335.12855470148,1084460.39710215
2195,3497,SEA 43-3497,629,11047.3412017421,3707292.65961466
2196,3570,SEA 43-3570,762,5503.36551780022,1808581.78639447
2197,3571,SEA 43-3571,788,7370.04424634758,1832654.26042952
2198,3595,SEA 43-3595,735,3597.61377707524,655294.097073947
2199,3628,SEA 43-3628,550,5360.06960117385,807673.598784395
2200,3665,SEA 43-3665,830,4130.27289957605,864965.297217154
2201,3685,SEA 43-3685,275,4916.08454011682,627689.459362724
2202,3690,SEA 43-3690,43,15196.1041433386,6033478.28449531
2203,3692,SEA 43-3692,0,2702.68479394117,397373.612527795
2204,3700,SEA 43-3700,766,3993.40697000055,530859.234103036
2205,3701,SEA 43-3701,604,7077.43903357031,1991399.9511263
2206,3719,SEA 43-3719,393,7436.74543316133,2908532.90344733
2207,3748,SEA 43-3748,665,3766.7591003974,866222.784744046
2208,3776,SEA 43-3776,540,2987.30925038349,547207.222544849
2209,3787,SEA 43-3787,229,3419.44212593871,541664.534952275
2210,3788,SEA 43-3788,387,5371.41306667711,785603.199243441
2211,3803,SEA 43-3803,417,3551.88189367952,623896.546329793
2212,3804,SEA 43-3804,451,2664.38637039573,381591.13244066
2213,3805,SEA 43-3805,384,4532.90836628061,1218284.60659225
2214,3807,SEA 43-3807,473,5471.1932362435,1709343.87507691
2215,1282,SEA 46-1282,680,7635.80755007933,2326092.0371487
2216,1283,SEA 46-1283,401,4830.32680346619,1262940.7253342
2217,1284,SEA 46-1284,294,5252.14841780842,1185067.06383099
2218,1285,SEA 46-1285,328,5161.33821905485,1353575.53370332
2219,1310,SEA 46-1310,453,5289.07667136355,1748585.53056686
2220,1311,SEA 46-1311,444,4500.9460915013,1052741.07492069
2221,1312,SEA 46-1312,341,5546.20569312116,1727742.36882173
2222,1313,SEA 46-1313,275,5437.72082972932,1234853.90167618
2223,1314,SEA 46-1314,356,5744.29922494687,1614939.34287526
2224,1400,SEA 46-1400,457,6637.59786059931,2029972.53031459
2225,1401,SEA 46-1401,798,6091.34670309858,1578239.79251254
2226,1404,SEA 46-1404,464,6846.05098490125,2151338.36726787
2227,1952,SEA 46-1952,285,5722.33297187954,1334853.97907747
2228,1953,SEA 46-1953,244,6462.19002976702,1120436.6626998
2229,1954,SEA 46-1954,285,8778.63365419,1856724.90526494
2230,1955,SEA 46-1955,612,9855.78544420376,3103492.04722247
2231,1957,SEA 46-1957,550,12960.9867289959,6962804.06205598
2232,1959,SEA 46-1959,745,9062.52078090448,4405492.06151566
2233,1961,SEA 46-1961,274,5145.72977919379,1268148.28904244
2234,1962,SEA 46-1962,325,5783.85995622603,1718322.5224605
2235,1963,SEA 46-1963,261,4574.56133953192,1122380.24900591
2236,1964,SEA 46-1964,556,7515.70575261899,2325368.1632208
2237,1965,SEA 46-1965,314,4294.02399419154,907748.958384297
2238,1966,SEA 46-1966,303,7205.23407627505,3056303.87320532
2239,1967,SEA 46-1967,493,5923.41209965738,1755972.57339967
2240,1968,SEA 46-1968,331,6614.51434664686,2277002.556233
2241,1969,SEA 46-1969,304,7794.82022120739,2913016.87847759
2242,1970,SEA 46-1970,258,9510.50225531787,3474626.65612931
2243,1971,SEA 46-1971,362,8827.65370416377,2334411.8530943
2244,1974,SEA 46-1974,428,6404.27096308931,2260087.19397325
2245,1977,SEA 46-1977,311,8832.97035010962,3630247.17695615
2246,1978,SEA 46-1978,499,7518.34411704645,2851555.60508537
2247,1980,SEA 46-1980,386,10334.9870933792,2071512.74158422
2248,2056,SEA 46-2056,352,5904.81575389547,1944444.45892943
2249,2057,SEA 46-2057,444,8046.20732877763,1902342.40461939
2250,2090,SEA 46-2090,489,22488.8654795955,21367060.467697
2251,2091,SEA 46-2091,470,4821.39202508026,1439000.46769015
2252,2092,SEA 46-2092,315,4209.23288156865,1033278.03632351
2253,2093,SEA 46-2093,451,4725.47987066042,1375520.05591443
2254,2094,SEA 46-2094,295,4131.60125226671,981099.627108346
2255,2095,SEA 46-2095,308,5601.28190538719,1168928.45933737
2256,2096,SEA 46-2096,239,3714.46294061565,790126.307335212
2257,2097,SEA 46-2097,397,4845.55353464677,1454094.5346703
2258,2098,SEA 46-2098,478,5589.48377013951,1988905.8530559
2259,2099,SEA 46-2099,445,6626.31603315041,1760671.30184274
2260,2100,SEA 46-2100,390,6612.06236343582,1751195.63026282
2261,2127,SEA 46-2127,520,6632.97737485131,2633160.34595711
2262,2128,SEA 46-2128,660,6626.87073279032,2639802.3753678
2263,2142,SEA 46-2142,688,12735.4828843262,4808436.86091156
2264,2143,SEA 46-2143,314,10324.3590150021,4643584.42868305
2265,2145,SEA 46-2145,542,8307.01537218543,4300443.19606757
2266,2152,SEA 46-2152,399,10074.7203884949,6380676.35536002
2267,2153,SEA 46-2153,531,6643.86328581285,2442410.58434004
2268,2221,SEA 46-2221,572,7274.10891076942,2861735.73091633
2269,2228,SEA 46-2228,563,8695.61869708742,3737623.45543001
2270,2231,SEA 46-2231,780,8541.79628213072,2390994.64260337
2271,2234,SEA 46-2234,294,5476.42152268488,1158714.11289417
2272,2236,SEA 46-2236,400,5778.69245232017,1378358.42470832
2273,2240,SEA 46-2240,463,6395.25856786908,1680451.59014169
2274,2243,SEA 46-2243,517,8440.20518936568,2350042.71834964
2275,2244,SEA 46-2244,281,5274.62521286992,1304163.35109457
2276,2245,SEA 46-2245,427,6604.60947264223,2186444.97087608
2277,2247,SEA 46-2247,621,7925.31882043049,3359311.03718086
2278,2249,SEA 46-2249,258,5787.77769383737,1598189.89532057
2279,2251,SEA 46-2251,549,6617.25361475864,2625410.90091579
2280,2252,SEA 46-2252,287,5316.35628449166,1766162.59733124
2281,2253,SEA 46-2253,525,6115.40315049806,2296611.12455617
2282,2257,SEA 46-2257,493,5307.85941029912,1759951.1015029
